first_1,first_2,first_3,first_4,first_5,first_6,pubs_1,pubs_2,pubs_3,pubs_4,pubs_5,pubs_6,dems_1,dems_2,dems_3,dems_4,dems_5,dems_6,third_1,third_2,third_3,third_4,third_5,third_6,state,partyID,partyID_4_TEXT,relig,relig_10_TEXT,religiosity,educ
"kind,strong,great,wise","important,respectful,truthful,moral","irresponsible,stupid,dishonest,selfish","irrational,poor,foolish,awful","individualistic,artistic,competitive,traditional","collectivist,cooperative,modern,purpose-driven","strong,encouraging,great,wise","decent,respectful,truthful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,hateful,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","kind,encouraging,sensible,happy","important,respectful,truthful,moral","unacceptable,unfair,destructive,selfish","dangerous,hateful,unjust,poor","competitive,young,urban,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,respectful,truthful,moral","unacceptable,irresponsible,disgusting,unfair","ignorant,poor,foolish,awful","individualistic,competitive,traditional,concrete","collectivist,cooperative,modern,purpose-driven",Illinois,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,2,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,great,wise","healthy,important,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,dangerous,unjust,foolish","individualistic,competitive,concrete,urban","modern,abstract,old,purpose-driven","strong,encouraging,sensible,great","important,confident,respectful,consistent","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,sensible,great,wise","important,decent,confident,consistent","unacceptable,irresponsible,unfair,dishonest","ignorant,irrational,hateful,unjust","individualistic,competitive,traditional,concrete","pragmatic,modern,old,purpose-driven","strong,sensible,great,sincere","important,confident,respectful,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","cooperative,modern,old,purpose-driven",New York,Democrat,,Agnostic (not sure if God exists),,Not at all1,Some college or Associate's degree
"strong,encouraging,great,happy","important,confident,consistent,moral","stupid,unfair,destructive,selfish","ignorant,hateful,unjust,poor","individualistic,competitive,traditional,profit-driven","pragmatic,old,rural,purpose-driven","strong,sensible,great,happy","confident,respectful,truthful,moral","irresponsible,disgusting,dishonest,destructive","dangerous,poor,foolish,awful","individualistic,competitive,traditional,concrete","pragmatic,cooperative,modern,purpose-driven","kind,strong,sensible,great","healthy,confident,respectful,moral","irresponsible,disgusting,stupid,dishonest","ignorant,hateful,unjust,awful","individualistic,artistic,young,urban","pragmatic,cooperative,modern,purpose-driven","strong,sensible,wise,happy","important,confident,consistent,truthful","disgusting,stupid,destructive,selfish","ignorant,hateful,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,rural,purpose-driven",Florida,Democrat,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"strong,sensible,great,happy","important,confident,respectful,consistent","irresponsible,disgusting,dishonest,destructive","ignorant,irrational,dangerous,foolish","individualistic,competitive,concrete,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,sensible,great,wise","important,confident,respectful,consistent","irresponsible,dishonest,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,traditional,concrete","collectivist,pragmatic,cooperative,purpose-driven","kind,encouraging,great,happy","important,decent,confident,consistent","irresponsible,disgusting,unfair,dishonest","ignorant,dangerous,unjust,poor","competitive,traditional,concrete,profit-driven","collectivist,abstract,old,rural","kind,strong,great,sincere","healthy,important,decent,confident","stupid,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,young,profit-driven","collectivist,cooperative,modern,purpose-driven",Ohio,Republican,,Atheists (do not believe God exists),,Not at all1,High school diploma or GED
"strong,sensible,great,wise","important,decent,confident,consistent","unacceptable,irresponsible,unfair,dishonest","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,encouraging,great,sincere","important,decent,respectful,truthful","irresponsible,stupid,unfair,destructive","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","kind,strong,sensible,sincere","healthy,important,confident,moral","disgusting,dishonest,destructive,selfish","ignorant,unjust,poor,awful","individualistic,competitive,traditional,profit-driven","collectivist,old,rural,purpose-driven","strong,encouraging,great,wise","confident,consistent,truthful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,foolish","competitive,traditional,concrete,profit-driven","collectivist,cooperative,old,purpose-driven",Ohio,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Not at all1,Some college or Associate's degree
"strong,encouraging,wise,sincere","important,confident,respectful,moral","unacceptable,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,old,purpose-driven","kind,strong,encouraging,sincere","healthy,decent,truthful,moral","irresponsible,disgusting,destructive,selfish","irrational,poor,foolish,awful","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,old,purpose-driven","strong,wise,sincere,happy","important,confident,respectful,consistent","irresponsible,stupid,unfair,selfish","irrational,dangerous,poor,foolish","individualistic,traditional,young,urban","collectivist,old,rural,purpose-driven","kind,strong,great,happy","decent,respectful,truthful,moral","disgusting,stupid,dishonest,destructive","dangerous,hateful,poor,awful","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven",New York,Democrat,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"strong,encouraging,sensible,wise","decent,confident,consistent,truthful","irresponsible,unfair,dishonest,selfish","irrational,hateful,unjust,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,sensible,great,wise","important,decent,respectful,moral","unfair,dishonest,destructive,selfish","irrational,dangerous,poor,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,old,purpose-driven","kind,encouraging,sincere,happy","healthy,confident,respectful,truthful","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,poor","individualistic,artistic,competitive,urban","collectivist,cooperative,modern,abstract","strong,great,wise,sincere","important,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,young,profit-driven","collectivist,modern,old,purpose-driven",Michigan,Democrat,,Agnostic (not sure if God exists),,Not at all1,Bachelor's degree
"strong,encouraging,great,happy","important,decent,confident,respectful","irresponsible,unfair,dishonest,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,urban,profit-driven","cooperative,modern,old,purpose-driven","strong,sensible,great,wise","important,decent,confident,consistent","disgusting,dishonest,destructive,selfish","ignorant,irrational,foolish,awful","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,old,purpose-driven","kind,wise,sincere,happy","healthy,important,decent,truthful","unacceptable,disgusting,unfair,dishonest","dangerous,hateful,unjust,awful","artistic,concrete,young,urban","collectivist,cooperative,modern,abstract","strong,sensible,wise,happy","important,decent,consistent,truthful","irresponsible,disgusting,stupid,dishonest","ignorant,dangerous,unjust,foolish","individualistic,competitive,young,profit-driven","pragmatic,modern,abstract,purpose-driven",Utah,Republican,,Mormonism,,Extremely7,Bachelor's degree
"kind,strong,great,happy","healthy,important,respectful,moral","irresponsible,unfair,dishonest,selfish","ignorant,unjust,foolish,awful","competitive,traditional,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","encouraging,great,wise,sincere","important,confident,respectful,moral","unacceptable,irresponsible,unfair,selfish","ignorant,irrational,unjust,poor","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,sensible,wise,sincere","healthy,important,decent,moral","unacceptable,unfair,dishonest,destructive","irrational,dangerous,hateful,unjust","individualistic,artistic,competitive,profit-driven","collectivist,modern,abstract,old","strong,encouraging,great,happy","confident,consistent,truthful,moral","unacceptable,unfair,dishonest,selfish","ignorant,unjust,poor,foolish","individualistic,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven",Massachusetts,Republican,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"strong,sensible,great,sincere","important,decent,confident,respectful","irresponsible,unfair,destructive,selfish","irrational,dangerous,poor,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,old,purpose-driven","strong,encouraging,wise,sincere","decent,confident,consistent,truthful","irresponsible,dishonest,destructive,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,concrete","pragmatic,cooperative,modern,purpose-driven","kind,encouraging,sensible,happy","healthy,important,decent,confident","irresponsible,disgusting,stupid,selfish","hateful,poor,foolish,awful","artistic,young,urban,profit-driven","pragmatic,modern,abstract,old","kind,strong,great,wise","decent,respectful,consistent,truthful","unacceptable,dishonest,destructive,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven",Pennsylvania,Republican,,Other Christianity (including non-denominational),,6,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,great,wise,happy","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,dangerous,hateful","competitive,traditional,concrete,urban","cooperative,modern,rural,purpose-driven","kind,strong,sensible,great","important,decent,confident,respectful","irresponsible,disgusting,unfair,dishonest","irrational,hateful,unjust,foolish","competitive,traditional,concrete,urban","cooperative,old,rural,purpose-driven","strong,encouraging,great,happy","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,hateful,unjust","individualistic,artistic,competitive,urban","modern,old,rural,purpose-driven","strong,sensible,great,happy","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,hateful,unjust,foolish","competitive,traditional,concrete,urban","modern,old,rural,purpose-driven",Kentucky,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Some college or Associate's degree
"kind,strong,encouraging,great","decent,respectful,consistent,moral","unacceptable,unfair,destructive,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,encouraging,great,wise","important,confident,respectful,consistent","irresponsible,unfair,destructive,selfish","irrational,dangerous,unjust,awful","individualistic,competitive,concrete,young","collectivist,pragmatic,modern,purpose-driven","strong,great,wise,sincere","important,consistent,truthful,moral","unacceptable,irresponsible,disgusting,unfair","unjust,poor,foolish,awful","individualistic,competitive,traditional,young","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,wise","confident,respectful,consistent,truthful","unacceptable,unfair,destructive,selfish","irrational,dangerous,hateful,unjust","individualistic,competitive,concrete,profit-driven","collectivist,pragmatic,modern,purpose-driven",South Carolina,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Not at all1,High school diploma or GED
"kind,encouraging,sensible,happy","healthy,important,confident,consistent","disgusting,unfair,dishonest,destructive","irrational,dangerous,unjust,foolish","individualistic,competitive,concrete,profit-driven","collectivist,abstract,old,rural","strong,sensible,great,wise","important,decent,confident,moral","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,sincere,happy","healthy,important,confident,consistent","irresponsible,unfair,dishonest,destructive","irrational,dangerous,unjust,awful","individualistic,traditional,urban,profit-driven","collectivist,old,rural,purpose-driven","kind,strong,encouraging,happy","healthy,important,confident,consistent","irresponsible,unfair,dishonest,destructive","ignorant,irrational,dangerous,unjust","individualistic,competitive,traditional,profit-driven","collectivist,old,rural,purpose-driven",West Virginia,Democrat,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,4,Some college or Associate's degree
"strong,sensible,great,wise","healthy,important,decent,confident","irresponsible,unfair,dishonest,selfish","ignorant,irrational,dangerous,unjust","individualistic,competitive,urban,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,great,wise","important,confident,respectful,truthful","unacceptable,irresponsible,unfair,dishonest","ignorant,irrational,poor,foolish","competitive,traditional,urban,profit-driven","pragmatic,cooperative,old,purpose-driven","strong,encouraging,sensible,sincere","important,decent,consistent,truthful","unacceptable,unfair,dishonest,destructive","irrational,dangerous,hateful,unjust","artistic,competitive,young,urban","collectivist,pragmatic,abstract,old","strong,encouraging,great,happy","healthy,important,decent,respectful","irresponsible,stupid,dishonest,selfish","ignorant,dangerous,poor,foolish","artistic,traditional,urban,profit-driven","collectivist,cooperative,modern,purpose-driven",Idaho,Republican,,Mormonism,,6,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,strong,great,sincere","important,decent,confident,truthful","irresponsible,stupid,unfair,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,concrete,profit-driven","pragmatic,modern,rural,purpose-driven","kind,strong,sensible,great","important,decent,confident,truthful","stupid,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,modern,rural,purpose-driven","strong,sensible,great,sincere","healthy,important,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","modern,abstract,rural,purpose-driven","strong,sensible,great,sincere","important,decent,confident,consistent","irresponsible,unfair,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,competitive,concrete,profit-driven","pragmatic,modern,abstract,purpose-driven",New Jersey,Republican,,Atheists (do not believe God exists),,Not at all1,Bachelor's degree
"kind,strong,encouraging,great","important,confident,respectful,truthful","unfair,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,strong,great,wise","important,confident,respectful,moral","disgusting,dishonest,destructive,selfish","ignorant,irrational,dangerous,poor","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,great,wise,happy","important,decent,confident,truthful","stupid,unfair,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","kind,sensible,sincere,happy","important,decent,confident,truthful","unfair,dishonest,destructive,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,traditional,profit-driven","pragmatic,modern,abstract,purpose-driven",New York,Republican,,Catholicism (including Roman Catholic),,4,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,strong,sensible,great","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,young,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,sensible,great,sincere","important,decent,confident,consistent","irresponsible,stupid,unfair,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,young,profit-driven","collectivist,pragmatic,cooperative,modern","strong,encouraging,sensible,sincere","healthy,important,confident,consistent","irresponsible,stupid,unfair,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,young,profit-driven","collectivist,cooperative,modern,abstract","strong,sensible,great,sincere","important,decent,confident,consistent","irresponsible,stupid,unfair,selfish","ignorant,irrational,unjust,foolish","individualistic,competitive,young,profit-driven","collectivist,pragmatic,cooperative,purpose-driven",Ohio,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,Extremely7,Bachelor's degree
"strong,encouraging,sensible,wise","important,confident,respectful,truthful","unacceptable,unfair,destructive,selfish","irrational,dangerous,unjust,poor","individualistic,artistic,competitive,profit-driven","cooperative,modern,old,purpose-driven","kind,strong,great,happy","healthy,important,confident,consistent","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","strong,encouraging,sensible,sincere","important,decent,confident,consistent","unacceptable,disgusting,dishonest,selfish","ignorant,dangerous,hateful,awful","artistic,young,urban,profit-driven","cooperative,abstract,old,purpose-driven","strong,encouraging,sensible,wise","important,decent,confident,consistent","irresponsible,unfair,dishonest,selfish","ignorant,dangerous,hateful,unjust","individualistic,competitive,concrete,profit-driven","collectivist,abstract,old,purpose-driven",New York,Republican,,Catholicism (including Roman Catholic),,2,High school diploma or GED
"strong,encouraging,sensible,wise","important,confident,consistent,moral","irresponsible,unfair,dishonest,destructive","ignorant,irrational,dangerous,hateful","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","kind,encouraging,great,wise","important,consistent,truthful,moral","irresponsible,unfair,destructive,selfish","irrational,dangerous,unjust,poor","individualistic,competitive,traditional,concrete","collectivist,pragmatic,cooperative,modern","kind,strong,encouraging,sincere","important,decent,consistent,moral","irresponsible,unfair,dishonest,selfish","ignorant,irrational,unjust,poor","individualistic,traditional,urban,profit-driven","collectivist,cooperative,old,purpose-driven","strong,encouraging,great,wise","important,decent,confident,consistent","unacceptable,unfair,dishonest,selfish","ignorant,dangerous,unjust,poor","individualistic,competitive,urban,profit-driven","cooperative,modern,old,purpose-driven",California,Democrat,,Catholicism (including Roman Catholic),,Not at all1,Bachelor's degree
"strong,encouraging,sensible,great","healthy,important,decent,confident","irresponsible,unfair,dishonest,destructive","irrational,dangerous,poor,foolish","individualistic,competitive,young,profit-driven","pragmatic,modern,rural,purpose-driven","strong,encouraging,sensible,sincere","decent,respectful,truthful,moral","irresponsible,disgusting,unfair,dishonest","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,concrete","pragmatic,cooperative,rural,purpose-driven","strong,encouraging,sensible,sincere","healthy,important,confident,consistent","unfair,dishonest,destructive,selfish","ignorant,irrational,dangerous,poor","individualistic,artistic,young,urban","cooperative,modern,rural,purpose-driven","strong,encouraging,great,happy","healthy,important,decent,confident","irresponsible,stupid,unfair,destructive","ignorant,irrational,dangerous,foolish","individualistic,artistic,competitive,young","pragmatic,cooperative,modern,purpose-driven",New York,Republican,,Catholicism (including Roman Catholic),,2,Some college or Associate's degree
"kind,strong,great,wise","healthy,decent,confident,respectful","irresponsible,stupid,unfair,dishonest","ignorant,irrational,hateful,poor","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,old","kind,encouraging,sensible,wise","healthy,decent,confident,consistent","disgusting,unfair,destructive,selfish","irrational,hateful,unjust,poor","individualistic,competitive,traditional,concrete","pragmatic,cooperative,modern,purpose-driven","encouraging,great,wise,happy","healthy,important,confident,consistent","disgusting,stupid,dishonest,destructive","irrational,dangerous,hateful,foolish","individualistic,traditional,concrete,profit-driven","pragmatic,abstract,old,rural","kind,strong,encouraging,wise","healthy,decent,respectful,moral","irresponsible,unfair,dishonest,selfish","hateful,unjust,poor,awful","individualistic,artistic,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven",Indiana,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,3,Bachelor's degree
"strong,sensible,great,happy","healthy,important,decent,confident","irresponsible,dishonest,destructive,selfish","ignorant,irrational,poor,foolish","competitive,traditional,concrete,profit-driven","cooperative,modern,rural,purpose-driven","strong,sensible,great,sincere","important,confident,consistent,moral","irresponsible,dishonest,destructive,selfish","ignorant,irrational,unjust,poor","individualistic,competitive,traditional,profit-driven","pragmatic,cooperative,modern,purpose-driven","encouraging,sensible,great,sincere","healthy,decent,confident,consistent","unacceptable,irresponsible,unfair,destructive","ignorant,irrational,unjust,foolish","individualistic,competitive,traditional,profit-driven","collectivist,pragmatic,modern,purpose-driven","strong,encouraging,great,happy","healthy,important,confident,respectful","irresponsible,dishonest,destructive,selfish","ignorant,irrational,poor,foolish","individualistic,competitive,traditional,profit-driven","collectivist,modern,rural,purpose-driven",Ohio,Democrat,,Agnostic (not sure if God exists),,Not at all1,Some college or Associate's degree
"encouraging,wise,sincere,happy","healthy,confident,respectful,moral","unfair,dishonest,destructive,selfish","ignorant,irrational,dangerous,foolish","artistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,great,sincere","healthy,respectful,consistent,moral","stupid,unfair,destructive,selfish","unjust,poor,foolish,awful","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,old,purpose-driven","kind,sensible,wise,sincere","decent,confident,respectful,moral","disgusting,stupid,dishonest,selfish","irrational,hateful,foolish,awful","individualistic,artistic,young,profit-driven","collectivist,modern,rural,purpose-driven","kind,encouraging,great,happy","decent,confident,respectful,truthful","irresponsible,unfair,destructive,selfish","ignorant,irrational,dangerous,foolish","artistic,competitive,traditional,profit-driven","collectivist,cooperative,old,purpose-driven",Texas,Democrat,,Catholicism (including Roman Catholic),,4,High school diploma or GED
"strong,encouraging,sensible,sincere","important,decent,confident,consistent","unacceptable,irresponsible,dishonest,destructive","irrational,dangerous,hateful,foolish","individualistic,competitive,urban,profit-driven","pragmatic,modern,abstract,purpose-driven","strong,great,wise,happy","healthy,important,confident,consistent","irresponsible,stupid,unfair,destructive","ignorant,hateful,foolish,awful","individualistic,competitive,traditional,profit-driven","collectivist,old,rural,purpose-driven","kind,strong,encouraging,wise","decent,confident,consistent,truthful","disgusting,unfair,destructive,selfish","ignorant,irrational,dangerous,hateful","individualistic,competitive,traditional,urban","pragmatic,modern,old,purpose-driven","kind,strong,encouraging,great","respectful,consistent,truthful,moral","stupid,dishonest,destructive,selfish","irrational,dangerous,unjust,awful","artistic,competitive,concrete,young","pragmatic,cooperative,modern,purpose-driven",Michigan,Independent,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,4,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"strong,encouraging,sensible,wise","healthy,important,confident,truthful","irresponsible,unfair,destructive,selfish","ignorant,dangerous,unjust,poor","individualistic,competitive,traditional,concrete","pragmatic,cooperative,abstract,rural","kind,strong,encouraging,sensible","important,confident,respectful,moral","irresponsible,dishonest,destructive,selfish","ignorant,irrational,hateful,foolish","artistic,traditional,concrete,young","pragmatic,modern,abstract,purpose-driven","encouraging,sensible,sincere,happy","confident,respectful,truthful,moral","irresponsible,stupid,dishonest,selfish","irrational,hateful,foolish,awful","individualistic,artistic,young,urban","cooperative,modern,abstract,purpose-driven","strong,encouraging,great,happy","important,decent,truthful,moral","unacceptable,disgusting,destructive,selfish","ignorant,hateful,unjust,poor","competitive,traditional,concrete,profit-driven","collectivist,pragmatic,modern,abstract",California,Republican,,Catholicism (including Roman Catholic),,5,Bachelor's degree
"kind,strong,great,happy","healthy,important,decent,confident","irresponsible,dishonest,destructive,selfish","ignorant,irrational,hateful,foolish","individualistic,artistic,competitive,profit-driven","pragmatic,modern,abstract,purpose-driven","kind,strong,encouraging,sensible","decent,confident,respectful,truthful","irresponsible,stupid,destructive,selfish","ignorant,irrational,dangerous,foolish","individualistic,competitive,traditional,profit-driven","collectivist,cooperative,modern,purpose-driven","kind,encouraging,sensible,great","healthy,important,respectful,moral","unacceptable,unfair,destructive,selfish","ignorant,irrational,unjust,poor","individualistic,artistic,young,urban","cooperative,modern,abstract,purpose-driven","kind,strong,great,happy","important,decent,confident,respectful","irresponsible,stupid,dishonest,selfish","ignorant,irrational,hateful,foolish","individualistic,traditional,young,profit-driven","cooperative,modern,old,purpose-driven",Texas,Republican,,Mormonism,,5,Bachelor's degree
"strong,great,wise,happy","important,confident,consistent,truthful","irresponsible,disgusting,unfair,destructive","irrational,dangerous,unjust,foolish","individualistic,artistic,competitive,traditional","cooperative,modern,rural,purpose-driven","encouraging,sensible,great,happy","important,confident,consistent,truthful","unacceptable,irresponsible,disgusting,destructive","dangerous,hateful,unjust,poor","individualistic,artistic,competitive,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,sensible,happy","healthy,important,respectful,consistent","unacceptable,stupid,unfair,selfish","ignorant,irrational,hateful,unjust","individualistic,artistic,concrete,young","collectivist,modern,rural,purpose-driven","strong,encouraging,great,happy","important,confident,consistent,truthful","irresponsible,disgusting,stupid,destructive","irrational,dangerous,hateful,unjust","artistic,competitive,concrete,profit-driven","cooperative,modern,rural,purpose-driven",Rhode Island,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,5,Bachelor's degree
"strong,encouraging,great,wise","decent,confident,consistent,moral","unacceptable,irresponsible,unfair,destructive","ignorant,irrational,dangerous,foolish","individualistic,competitive,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven","strong,encouraging,sensible,great","important,confident,respectful,consistent","unacceptable,irresponsible,dishonest,destructive","ignorant,irrational,unjust,poor","individualistic,competitive,traditional,concrete","collectivist,pragmatic,old,purpose-driven","strong,encouraging,sensible,wise","important,decent,confident,consistent","unacceptable,irresponsible,disgusting,unfair","irrational,hateful,poor,foolish","individualistic,competitive,concrete,profit-driven","pragmatic,abstract,old,purpose-driven","strong,encouraging,great,wise","confident,respectful,consistent,moral","irresponsible,unfair,destructive,selfish","irrational,hateful,unjust,foolish","competitive,traditional,concrete,profit-driven","cooperative,modern,old,purpose-driven",Wisconsin,Republican,,"Protestantism (including Lutheran, Baptist, and Episcopalian)",,2,Some college or Associate's degree
"strong,encouraging,great,happy","important,confident,respectful,consistent","unacceptable,irresponsible,destructive,selfish","ignorant,irrational,dangerous,poor","individualistic,competitive,traditional,profit-driven","modern,old,rural,purpose-driven","strong,great,wise,happy","healthy,respectful,consistent,truthful","unacceptable,unfair,destructive,selfish","ignorant,irrational,unjust,poor","individualistic,competitive,traditional,profit-driven","modern,old,rural,purpose-driven","encouraging,great,wise,happy","important,confident,respectful,moral","unacceptable,irresponsible,dishonest,destructive","ignorant,irrational,dangerous,hateful","individualistic,traditional,urban,profit-driven","collectivist,cooperative,rural,purpose-driven","strong,encouraging,sincere,happy","important,decent,confident,respectful","irresponsible,stupid,unfair,selfish","irrational,dangerous,hateful,foolish","competitive,traditional,urban,profit-driven","pragmatic,cooperative,modern,rural",Massachusetts,Republican,,Hinduism,,5,"Post-graduate education (Master's degree, PhD, MBA, MD, etc.)"
"kind,strong,great,happy","important,decent,confident,consistent","irresponsible,dishonest,destructive,selfish","ignorant,dangerous,unjust,foolish","individualistic,competitive,concrete,profit-driven","collectivist,cooperative,old,purpose-driven","strong,sensible,great,wise","important,decent,confident,consistent","irresponsible,unfair,dishonest,destructive","irrational,dangerous,unjust,foolish","competitive,traditional,concrete,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,wise","important,decent,truthful,moral","unacceptable,irresponsible,unfair,destructive","ignorant,dangerous,unjust,poor","individualistic,artistic,competitive,young","pragmatic,cooperative,modern,purpose-driven","strong,great,wise,happy","important,decent,confident,consistent","unacceptable,irresponsible,unfair,selfish","dangerous,unjust,poor,foolish","competitive,traditional,concrete,profit-driven","collectivist,cooperative,modern,purpose-driven",Maine,Republican,,Other Christianity (including non-denominational),,Extremely7,Some college or Associate's degree
"strong,encouraging,great,wise","important,decent,confident,consistent","unacceptable,irresponsible,unfair,selfish","irrational,hateful,unjust,awful","artistic,competitive,urban,profit-driven","pragmatic,cooperative,modern,purpose-driven","strong,encouraging,great,wise","healthy,important,confident,consistent","unacceptable,irresponsible,unfair,selfish","ignorant,hateful,foolish,awful","individualistic,artistic,competitive,profit-driven","collectivist,abstract,rural,purpose-driven","kind,strong,sensible,sincere","important,respectful,truthful,moral","disgusting,unfair,dishonest,selfish","ignorant,irrational,hateful,unjust","artistic,competitive,urban,profit-driven","collectivist,pragmatic,cooperative,purpose-driven","strong,encouraging,sensible,great","healthy,confident,respectful,consistent","stupid,unfair,dishonest,selfish","irrational,dangerous,unjust,foolish","individualistic,traditional,young,profit-driven","collectivist,cooperative,abstract,purpose-driven",Indiana,Democrat,,Other Christianity (including non-denominational),,5,Bachelor's degree
